id,prob
2017-1181-1190,0.856889592
2017-1181-1308,0.915067761
2017-1181-1407,0.933123795
2017-1181-1291,0.958596272
2017-1181-1309,0.967163339
2017-1181-1211,0.371164605
2017-1181-1112,0.665504911
2017-1181-1199,0.717124846
2017-1181-1452,0.596557024
2017-1181-1323,0.741584714
2017-1181-1268,0.813086251
2017-1181-1388,0.694914336
2017-1181-1321,0.837183851
2017-1181-1435,0.840040367
2017-1181-1433,0.839376051
2017-1181-1462,0.887568777
2017-1181-1343,0.834595505
2017-1181-1137,0.878409903
2017-1181-1195,0.907340241
2017-1181-1315,0.954333576
2017-1181-1355,0.952558605
2017-1181-1242,0.583988462
2017-1181-1257,0.504153404
2017-1181-1332,0.689142792
2017-1181-1345,0.73439032
2017-1181-1235,0.712233795
2017-1181-1166,0.809405719
2017-1181-1276,0.708601381
2017-1181-1274,0.799315455
2017-1181-1277,0.883279757
2017-1181-1329,0.781416233
2017-1181-1348,0.812343211
2017-1181-1305,0.899654996
2017-1181-1436,0.805149225
2017-1181-1233,0.91797677
2017-1181-1240,0.945297354
2017-1181-1300,0.926864739
2017-1181-1413,0.979487533
2017-1181-1314,0.512734055
2017-1181-1246,0.510876685
2017-1181-1417,0.720641441
2017-1181-1139,0.697475678
2017-1181-1278,0.817655274
2017-1181-1153,0.676576757
2017-1181-1173,0.820875144
2017-1181-1116,0.80412702
2017-1181-1371,0.86147842
2017-1181-1455,0.650209874
2017-1181-1243,0.876919457
2017-1181-1448,0.844669828
2017-1181-1292,0.848709511
2017-1181-1457,0.88799505
2017-1181-1245,0.926014029
2017-1181-1297,0.944109893
2017-1181-1411,0.961088743
2017-1124-1196,0.345161826
2017-1124-1438,0.336686439
2017-1124-1374,0.408927392
2017-1124-1376,0.62324691
2017-1124-1458,0.449413361
2017-1124-1439,0.656049053
2017-1124-1266,0.611200726
2017-1124-1344,0.750565868
2017-1124-1425,0.781522629
2017-1124-1423,0.670367911
2017-1124-1190,0.682044118
2017-1124-1308,0.799996154
2017-1124-1407,0.835088094
2017-1124-1291,0.892612691
2017-1124-1309,0.91575772
2017-1124-1211,0.164726039
2017-1124-1112,0.403680468
2017-1124-1199,0.46912471
2017-1124-1452,0.336862458
2017-1124-1323,0.496826876
2017-1124-1268,0.597652623
2017-1124-1388,0.439460768
2017-1124-1321,0.643184381
2017-1124-1435,0.642322992
2017-1124-1433,0.649693299
2017-1124-1462,0.735113299
2017-1124-1343,0.632631461
2017-1124-1137,0.720898265
2017-1124-1195,0.775984097
2017-1124-1315,0.88805324
2017-1124-1355,0.87591358
2017-1124-1242,0.323330772
2017-1124-1257,0.261057424
2017-1124-1332,0.432807356
2017-1124-1345,0.491785146
2017-1124-1235,0.459762229
2017-1124-1166,0.6005431
2017-1124-1276,0.455589767
2017-1124-1274,0.570959805
2017-1124-1277,0.723935248
2017-1124-1329,0.556550142
2017-1124-1348,0.604806445
2017-1124-1305,0.769307649
2017-1124-1436,0.591533479
2017-1124-1233,0.7980806
2017-1124-1240,0.857408484
2017-1124-1300,0.819282282
2017-1124-1413,0.945517285
2017-1124-1314,0.266700184
2017-1124-1246,0.263501534
2017-1124-1417,0.473283335
2017-1124-1139,0.441653915
2017-1124-1278,0.615086926
2017-1124-1153,0.417007377
2017-1124-1173,0.616209355
2017-1124-1116,0.587353986
2017-1124-1371,0.686499993
2017-1124-1455,0.387586765
2017-1124-1243,0.708321882
2017-1124-1448,0.660606609
2017-1124-1292,0.663481869
2017-1124-1457,0.740127614
2017-1124-1245,0.815156068
2017-1124-1297,0.860110075
2017-1124-1411,0.89619424
2017-1196-1438,0.475911709
2017-1196-1374,0.55393623
2017-1196-1376,0.746680401
2017-1196-1458,0.594091106
2017-1196-1439,0.771791155
2017-1196-1266,0.737017829
2017-1196-1344,0.840041675
2017-1196-1425,0.86350951
2017-1196-1423,0.78400724
2017-1196-1190,0.793215861
2017-1196-1308,0.876531109
2017-1196-1407,0.900038767
2017-1196-1291,0.935430748
2017-1196-1309,0.950080308
2017-1196-1211,0.263824268
2017-1196-1112,0.5484928
2017-1196-1199,0.610551167
2017-1196-1452,0.474620277
2017-1196-1323,0.636257429
2017-1196-1268,0.723951608
2017-1196-1388,0.58432908
2017-1196-1321,0.761780929
2017-1196-1435,0.762943851
2017-1196-1433,0.766668194
2017-1196-1462,0.830797177
2017-1196-1343,0.754784178
2017-1196-1137,0.821089866
2017-1196-1195,0.8603798
2017-1196-1315,0.931083122
2017-1196-1355,0.925695759
2017-1196-1242,0.461286484
2017-1196-1257,0.386009744
2017-1196-1332,0.57483304
2017-1196-1345,0.632566312
2017-1196-1235,0.604255646
2017-1196-1166,0.725555646
2017-1196-1276,0.595678836
2017-1196-1274,0.700211558
2017-1196-1277,0.821015102
2017-1196-1329,0.691773821
2017-1196-1348,0.730032718
2017-1196-1305,0.854894039
2017-1196-1436,0.718184696
2017-1196-1233,0.874540681
2017-1196-1240,0.913799414
2017-1196-1300,0.888779855
2017-1196-1413,0.967478139
2017-1196-1314,0.393275219
2017-1196-1246,0.390564101
2017-1196-1417,0.615795738
2017-1196-1139,0.586094512
2017-1196-1278,0.738214961
2017-1196-1153,0.561994163
2017-1196-1173,0.741692931
2017-1196-1116,0.715937901
2017-1196-1371,0.79326604
2017-1196-1455,0.531671727
2017-1196-1243,0.809865892
2017-1196-1448,0.775488697
2017-1196-1292,0.775207716
2017-1196-1457,0.835781427
2017-1196-1245,0.885704771
2017-1196-1297,0.915490365
2017-1196-1411,0.937531715
2017-1438-1374,0.565803422
2017-1438-1376,0.756486192
2017-1438-1458,0.605530347
2017-1438-1439,0.781173556
2017-1438-1266,0.745596008
2017-1438-1344,0.849080989
2017-1438-1425,0.867219703
2017-1438-1423,0.789999171
2017-1438-1190,0.799269782
2017-1438-1308,0.87944252
2017-1438-1407,0.903317471
2017-1438-1291,0.938867661
2017-1438-1309,0.952006546
2017-1438-1211,0.271313472
2017-1438-1112,0.560360562
2017-1438-1199,0.622190152
2017-1438-1452,0.484770531
2017-1438-1323,0.648712228
2017-1438-1268,0.736414641
2017-1438-1388,0.5957787
2017-1438-1321,0.771009247
2017-1438-1435,0.772681654
2017-1438-1433,0.775067957
2017-1438-1462,0.838272696
2017-1438-1343,0.765184435
2017-1438-1137,0.827366734
2017-1438-1195,0.866053481
2017-1438-1315,0.934094128
2017-1438-1355,0.929641287
2017-1438-1242,0.471876304
2017-1438-1257,0.393188104
2017-1438-1332,0.586999922
2017-1438-1345,0.643549723
2017-1438-1235,0.615581138
2017-1438-1166,0.735835676
2017-1438-1276,0.608487536
2017-1438-1274,0.715347025
2017-1438-1277,0.830781202
2017-1438-1329,0.701155036
2017-1438-1348,0.739771975
2017-1438-1305,0.858544435
2017-1438-1436,0.729239137
2017-1438-1233,0.880518267
2017-1438-1240,0.91872573
2017-1438-1300,0.893661068
2017-1438-1413,0.969493481
2017-1438-1314,0.401109202
2017-1438-1246,0.399022917
2017-1438-1417,0.626933195
2017-1438-1139,0.597837115
2017-1438-1278,0.747369773
2017-1438-1153,0.573738143
2017-1438-1173,0.750383849
2017-1438-1116,0.727097138
2017-1438-1371,0.802744439
2017-1438-1455,0.543416065
2017-1438-1243,0.820807685
2017-1438-1448,0.782894476
2017-1438-1292,0.785498033
2017-1438-1457,0.840811493
2017-1438-1245,0.891614421
2017-1438-1297,0.918747329
2017-1438-1411,0.941703656
2017-1374-1376,0.693485481
2017-1374-1458,0.528210477
2017-1374-1439,0.72218489
2017-1374-1266,0.681901156
2017-1374-1344,0.80285387
2017-1374-1425,0.827954371
2017-1374-1423,0.734424335
2017-1374-1190,0.7451282
2017-1374-1308,0.843430919
2017-1374-1407,0.872808395
2017-1374-1291,0.917756395
2017-1374-1309,0.935613976
2017-1374-1211,0.214078429
2017-1374-1112,0.481433222
2017-1374-1199,0.546419714
2017-1374-1452,0.40847846
2017-1374-1323,0.573855656
2017-1374-1268,0.669718425
2017-1374-1388,0.518165321
2017-1374-1321,0.710561378
2017-1374-1435,0.712017531
2017-1374-1433,0.715786575
2017-1374-1462,0.79055276
2017-1374-1343,0.703057212
2017-1374-1137,0.778208152
2017-1374-1195,0.825224414
2017-1374-1315,0.911968145
2017-1374-1355,0.905659861
2017-1374-1242,0.394991102
2017-1374-1257,0.323148317
2017-1374-1332,0.50980838
2017-1374-1345,0.569058231
2017-1374-1235,0.538663927
2017-1374-1166,0.670474215
2017-1374-1276,0.53218999
2017-1374-1274,0.645552567
2017-1374-1277,0.78048568
2017-1374-1329,0.631784596
2017-1374-1348,0.674983842
2017-1374-1305,0.817468722
2017-1374-1436,0.662602867
2017-1374-1233,0.842839347
2017-1374-1240,0.891208266
2017-1374-1300,0.859777977
2017-1374-1413,0.95830688
2017-1374-1314,0.329959879
2017-1374-1246,0.327405885
2017-1374-1417,0.551262113
2017-1374-1139,0.520187237
2017-1374-1278,0.683967707
2017-1374-1153,0.495280769
2017-1374-1173,0.687127456
2017-1374-1116,0.659838561
2017-1374-1371,0.747523237
2017-1374-1455,0.464593567
2017-1374-1243,0.767982584
2017-1374-1448,0.725397444
2017-1374-1292,0.727086722
2017-1374-1457,0.795022849
2017-1374-1245,0.856630186
2017-1374-1297,0.892242266
2017-1374-1411,0.920959138
2017-1376-1458,0.318485393
2017-1376-1439,0.522695723
2017-1376-1266,0.473885304
2017-1376-1344,0.634904479
2017-1376-1425,0.671947001
2017-1376-1423,0.538000181
2017-1376-1190,0.55111903
2017-1376-1308,0.695833411
2017-1376-1407,0.743397434
2017-1376-1291,0.826987806
2017-1376-1309,0.861576782
2017-1376-1211,0.101216077
2017-1376-1112,0.279257935
2017-1376-1199,0.337027442
2017-1376-1452,0.225958735
2017-1376-1323,0.362296067
2017-1376-1268,0.461393012
2017-1376-1388,0.309838335
2017-1376-1321,0.508460408
2017-1376-1435,0.507754403
2017-1376-1433,0.515570645
2017-1376-1462,0.614414725
2017-1376-1343,0.497332314
2017-1376-1137,0.596731084
2017-1376-1195,0.665038818
2017-1376-1315,0.820740038
2017-1376-1355,0.802251012
2017-1376-1242,0.214696978
2017-1376-1257,0.16830884
2017-1376-1332,0.305239134
2017-1376-1345,0.357253428
2017-1376-1235,0.327570746
2017-1376-1166,0.464177099
2017-1376-1276,0.326051907
2017-1376-1274,0.436861761
2017-1376-1277,0.602373983
2017-1376-1329,0.418226489
2017-1376-1348,0.468020972
2017-1376-1305,0.656422851
2017-1376-1436,0.454886567
2017-1376-1233,0.694240516
2017-1376-1240,0.775835926
2017-1376-1300,0.722332227
2017-1376-1413,0.90904916
2017-1376-1314,0.172342404
2017-1376-1246,0.169741049
2017-1376-1417,0.340213736
2017-1376-1139,0.311808133
2017-1376-1278,0.47889033
2017-1376-1153,0.290495408
2017-1376-1173,0.479020098
2017-1376-1116,0.450008303
2017-1376-1371,0.558001554
2017-1376-1455,0.265900879
2017-1376-1243,0.584164602
2017-1376-1448,0.527430265
2017-1376-1292,0.532327757
2017-1376-1457,0.619725209
2017-1376-1245,0.717249429
2017-1376-1297,0.778882546
2017-1376-1411,0.832892241
2017-1458-1439,0.689202439
2017-1458-1266,0.646300312
2017-1458-1344,0.777648995
2017-1458-1425,0.805841955
2017-1458-1423,0.702614265
2017-1458-1190,0.713719484
2017-1458-1308,0.822714208
2017-1458-1407,0.854737156
2017-1458-1291,0.906208363
2017-1458-1309,0.926569844
2017-1458-1211,0.186247658
2017-1458-1112,0.440133428
2017-1458-1199,0.506293058
2017-1458-1452,0.369866415
2017-1458-1323,0.533927831
2017-1458-1268,0.633077284
2017-1458-1388,0.476772237
2017-1458-1321,0.676926728
2017-1458-1435,0.676343849
2017-1458-1433,0.68302647
2017-1458-1462,0.76344259
2017-1458-1343,0.667066075
2017-1458-1137,0.750124637
2017-1458-1195,0.801170685
2017-1458-1315,0.901741195
2017-1458-1355,0.891512604
2017-1458-1242,0.356346853
2017-1458-1257,0.289476678
2017-1458-1332,0.469206249
2017-1458-1345,0.529167177
2017-1458-1235,0.497302639
2017-1458-1166,0.635652127
2017-1458-1276,0.491928793
2017-1458-1274,0.606718621
2017-1458-1277,0.752948726
2017-1458-1329,0.593333056
2017-1458-1348,0.63992611
2017-1458-1305,0.794554696
2017-1458-1436,0.626980952
2017-1458-1233,0.821332816
2017-1458-1240,0.87503914
2017-1458-1300,0.840512563
2017-1458-1413,0.952737922
2017-1458-1314,0.295679133
2017-1458-1246,0.292673838
2017-1458-1417,0.510740312
2017-1458-1139,0.478883695
2017-1458-1278,0.649759895
2017-1458-1153,0.453857784
2017-1458-1173,0.651215658
2017-1458-1116,0.623155263
2017-1458-1371,0.717747849
2017-1458-1455,0.42355625
2017-1458-1243,0.738480355
2017-1458-1448,0.693367755
2017-1458-1292,0.695910424
2017-1458-1457,0.767996698
2017-1458-1245,0.836853037
2017-1458-1297,0.877183557
2017-1458-1411,0.909503765
2017-1439-1266,0.438187436
2017-1439-1344,0.601760012
2017-1439-1425,0.640005792
2017-1439-1423,0.502188764
2017-1439-1190,0.515360769
2017-1439-1308,0.664949582
2017-1439-1407,0.715202731
2017-1439-1291,0.806365909
2017-1439-1309,0.844250387
2017-1439-1211,0.08865511
2017-1439-1112,0.251404256
2017-1439-1199,0.305312878
2017-1439-1452,0.202136767
2017-1439-1323,0.32960804
2017-1439-1268,0.426048193
2017-1439-1388,0.27977278
2017-1439-1321,0.472587743
2017-1439-1435,0.471944758
2017-1439-1433,0.479746381
2017-1439-1462,0.580079286
2017-1439-1343,0.461554249
2017-1439-1137,0.561846827
2017-1439-1195,0.632370665
2017-1439-1315,0.800978834
2017-1439-1355,0.77878401
2017-1439-1242,0.1916294
2017-1439-1257,0.149612764
2017-1439-1332,0.275376414
2017-1439-1345,0.324652422
2017-1439-1235,0.296653029
2017-1439-1166,0.428803969
2017-1439-1276,0.295230688
2017-1439-1274,0.402565329
2017-1439-1277,0.568101589
2017-1439-1329,0.38361062
2017-1439-1348,0.432495944
2017-1439-1305,0.623880428
2017-1439-1436,0.419607587
2017-1439-1233,0.663318776
2017-1439-1240,0.750210909
2017-1439-1300,0.693093367
2017-1439-1413,0.89758691
2017-1439-1314,0.153250722
2017-1439-1246,0.150699662
2017-1439-1417,0.308399829
2017-1439-1139,0.281625274
2017-1439-1278,0.443303514
2017-1439-1153,0.26165959
2017-1439-1173,0.443266209
2017-1439-1116,0.414713883
2017-1439-1371,0.522809641
2017-1439-1455,0.238768412
2017-1439-1243,0.549336423
2017-1439-1448,0.491627956
2017-1439-1292,0.496925925
2017-1439-1457,0.585319823
2017-1439-1245,0.687783089
2017-1439-1297,0.753698741
2017-1439-1411,0.812837505
2017-1266-1344,0.646313143
2017-1266-1425,0.683819259
2017-1266-1423,0.550961401
2017-1266-1190,0.564000518
2017-1266-1308,0.707348501
2017-1266-1407,0.75338259
2017-1266-1291,0.834151895
2017-1266-1309,0.867995562
2017-1266-1211,0.106528356
2017-1266-1112,0.290766697
2017-1266-1199,0.348882916
2017-1266-1452,0.237445686
2017-1266-1323,0.375027935
2017-1266-1268,0.474451273
2017-1266-1388,0.321301035
2017-1266-1321,0.52141262
2017-1266-1435,0.520505456
2017-1266-1433,0.528530178
2017-1266-1462,0.626410109
2017-1266-1343,0.510155457
2017-1266-1137,0.609207429
2017-1266-1195,0.676291218
2017-1266-1315,0.829064884
2017-1266-1355,0.809824666
2017-1266-1242,0.225200838
2017-1266-1257,0.178292247
2017-1266-1332,0.317477597
2017-1266-1345,0.36919743
2017-1266-1235,0.339451168
2017-1266-1166,0.477129505
2017-1266-1276,0.338889625
2017-1266-1274,0.449859089
2017-1266-1277,0.614263524
2017-1266-1329,0.430888516
2017-1266-1348,0.480974049
2017-1266-1305,0.66862237
2017-1266-1436,0.467892439
2017-1266-1233,0.704831279
2017-1266-1240,0.783978198
2017-1266-1300,0.73253292
2017-1266-1413,0.913256542
2017-1266-1314,0.182304146
2017-1266-1246,0.179142066
2017-1266-1417,0.351942655
2017-1266-1139,0.323563698
2017-1266-1278,0.491827427
2017-1266-1153,0.301901919
2017-1266-1173,0.49200701
2017-1266-1116,0.463041637
2017-1266-1371,0.570656571
2017-1266-1455,0.277105924
2017-1266-1243,0.596024388
2017-1266-1448,0.540381548
2017-1266-1292,0.545161959
2017-1266-1457,0.631994442
2017-1266-1245,0.727241643
2017-1266-1297,0.787903044
2017-1266-1411,0.839321495
2017-1344-1425,0.526946622
2017-1344-1423,0.387612641
2017-1344-1190,0.400100052
2017-1344-1308,0.553999301
2017-1344-1407,0.610659739
2017-1344-1291,0.724037695
2017-1344-1309,0.77288558
2017-1344-1211,0.057236896
2017-1344-1112,0.174147684
2017-1344-1199,0.215020435
2017-1344-1452,0.136576039
2017-1344-1323,0.234520284
2017-1344-1268,0.316962065
2017-1344-1388,0.195765376
2017-1344-1321,0.35920225
2017-1344-1435,0.359694973
2017-1344-1433,0.365954115
2017-1344-1462,0.463682104
2017-1344-1343,0.349831073
2017-1344-1137,0.445280134
2017-1344-1195,0.518268572
2017-1344-1315,0.720778444
2017-1344-1355,0.687978504
2017-1344-1242,0.129193227
2017-1344-1257,0.099071496
2017-1344-1332,0.191047961
2017-1344-1345,0.231044453
2017-1344-1235,0.209282461
2017-1344-1166,0.319425598
2017-1344-1276,0.206644268
2017-1344-1274,0.297741783
2017-1344-1277,0.451989418
2017-1344-1329,0.280803315
2017-1344-1348,0.32277078
2017-1344-1305,0.509875296
2017-1344-1436,0.311086276
2017-1344-1233,0.552359649
2017-1344-1240,0.653122494
2017-1344-1300,0.585824772
2017-1344-1413,0.848438659
2017-1344-1314,0.10170916
2017-1344-1246,0.099890473
2017-1344-1417,0.218042768
2017-1344-1139,0.196905246
2017-1344-1278,0.332613034
2017-1344-1153,0.181637668
2017-1344-1173,0.33299372
2017-1344-1116,0.306836133
2017-1344-1371,0.406925815
2017-1344-1455,0.164134905
2017-1344-1243,0.433202139
2017-1344-1448,0.377246477
2017-1344-1292,0.38210257
2017-1344-1457,0.469141504
2017-1344-1245,0.580092419
2017-1344-1297,0.657079775
2017-1344-1411,0.732890207
2017-1425-1423,0.349539256
2017-1425-1190,0.361753994
2017-1425-1308,0.514375218
2017-1425-1407,0.57203862
2017-1425-1291,0.688890745
2017-1425-1309,0.742860681
2017-1425-1211,0.050175657
2017-1425-1112,0.154412727
2017-1425-1199,0.191524011
2017-1425-1452,0.124317225
2017-1425-1323,0.211065504
2017-1425-1268,0.287357341
2017-1425-1388,0.17270647
2017-1425-1321,0.324368502
2017-1425-1435,0.32496934
2017-1425-1433,0.330249145
2017-1425-1462,0.424639304
2017-1425-1343,0.316113081
2017-1425-1137,0.406105643
2017-1425-1195,0.478120318
2017-1425-1315,0.686165402
2017-1425-1355,0.650905179
2017-1425-1242,0.115583446
2017-1425-1257,0.090437237
2017-1425-1332,0.172530066
2017-1425-1345,0.204863013
2017-1425-1235,0.184946244
2017-1425-1166,0.287641088
2017-1425-1276,0.188177683
2017-1425-1274,0.272477899
2017-1425-1277,0.414517411
2017-1425-1329,0.249534197
2017-1425-1348,0.290124755
2017-1425-1305,0.469679592
2017-1425-1436,0.280548819
2017-1425-1233,0.512164788
2017-1425-1240,0.614254761
2017-1425-1300,0.545992781
2017-1425-1413,0.823409748
2017-1425-1314,0.092414448
2017-1425-1246,0.08985887
2017-1425-1417,0.192899114
2017-1425-1139,0.17471114
2017-1425-1278,0.298986089
2017-1425-1153,0.160744576
2017-1425-1173,0.298656825
2017-1425-1116,0.27641465
2017-1425-1371,0.370775494
2017-1425-1455,0.145745706
2017-1425-1243,0.396862913
2017-1425-1448,0.340405202
2017-1425-1292,0.34757035
2017-1425-1457,0.429274845
2017-1425-1245,0.539981308
2017-1425-1297,0.6196734
2017-1425-1411,0.697123974
2017-1423-1190,0.500015623
2017-1423-1308,0.651364749
2017-1423-1407,0.702140291
2017-1423-1291,0.794430485
2017-1423-1309,0.834953526
2017-1423-1211,0.085263223
2017-1423-1112,0.242162956
2017-1423-1199,0.294683175
2017-1423-1452,0.197343523
2017-1423-1323,0.319271217
2017-1423-1268,0.413087171
2017-1423-1388,0.268914294
2017-1423-1321,0.457834572
2017-1423-1435,0.45700353
2017-1423-1433,0.464797391
2017-1423-1462,0.564548132
2017-1423-1343,0.446924592
2017-1423-1137,0.546495385
2017-1423-1195,0.617277997
2017-1423-1315,0.789129049
2017-1423-1355,0.766023524
2017-1423-1242,0.185614361
2017-1423-1257,0.146568709
2017-1423-1332,0.267480797
2017-1423-1345,0.312675444
2017-1423-1235,0.285263956
2017-1423-1166,0.415098852
2017-1423-1276,0.287614624
2017-1423-1274,0.391313198
2017-1423-1277,0.552578785
2017-1423-1329,0.369665627
2017-1423-1348,0.418421343
2017-1423-1305,0.609420887
2017-1423-1436,0.406374295
2017-1423-1233,0.648198451
2017-1423-1240,0.73625658
2017-1423-1300,0.678678016
2017-1423-1413,0.889464434
2017-1423-1314,0.149752055
2017-1423-1246,0.146556953
2017-1423-1417,0.296772135
2017-1423-1139,0.271351087
2017-1423-1278,0.428922188
2017-1423-1153,0.25187061
2017-1423-1173,0.428526375
2017-1423-1116,0.401423813
2017-1423-1371,0.507782183
2017-1423-1455,0.230244442
2017-1423-1243,0.533934256
2017-1423-1448,0.476439769
2017-1423-1292,0.482371502
2017-1423-1457,0.570260548
2017-1423-1245,0.672778659
2017-1423-1297,0.741135236
2017-1423-1411,0.800237308
2017-1190-1308,0.639128097
2017-1190-1407,0.690973752
2017-1190-1291,0.785531705
2017-1190-1309,0.827274828
2017-1190-1211,0.081167355
2017-1190-1112,0.232288217
2017-1190-1199,0.284134169
2017-1190-1452,0.188616126
2017-1190-1323,0.308035687
2017-1190-1268,0.400581118
2017-1190-1388,0.258646006
2017-1190-1321,0.444889097
2017-1190-1435,0.444037417
2017-1190-1433,0.451812621
2017-1190-1462,0.551676346
2017-1190-1343,0.434026577
2017-1190-1137,0.533426586
2017-1190-1195,0.604870118
2017-1190-1315,0.779463173
2017-1190-1355,0.756603459
2017-1190-1242,0.177328433
2017-1190-1257,0.139401011
2017-1190-1332,0.257335541
2017-1190-1345,0.301699021
2017-1190-1235,0.274517681
2017-1190-1166,0.402631055
2017-1190-1276,0.277014004
2017-1190-1274,0.379196137
2017-1190-1277,0.539809293
2017-1190-1329,0.357496949
2017-1190-1348,0.405843808
2017-1190-1305,0.596633996
2017-1190-1436,0.39398095
2017-1190-1233,0.636189925
2017-1190-1240,0.726141332
2017-1190-1300,0.66707054
2017-1190-1413,0.883812521
2017-1190-1314,0.142488851
2017-1190-1246,0.139534643
2017-1190-1417,0.286072858
2017-1190-1139,0.260996885
2017-1190-1278,0.41626453
2017-1190-1153,0.241928431
2017-1190-1173,0.415670324
2017-1190-1116,0.388976319
2017-1190-1371,0.494803255
2017-1190-1455,0.220788525
2017-1190-1243,0.521225769
2017-1190-1448,0.463374973
2017-1190-1292,0.469477809
2017-1190-1457,0.557314202
2017-1190-1245,0.661176402
2017-1190-1297,0.73074992
2017-1190-1411,0.791712663
2017-1308-1407,0.544883775
2017-1308-1291,0.66446577
2017-1308-1309,0.720745128
2017-1308-1211,0.045379673
2017-1308-1112,0.140884549
2017-1308-1199,0.175953019
2017-1308-1452,0.113489656
2017-1308-1323,0.1943412
2017-1308-1268,0.266516696
2017-1308-1388,0.157910363
2017-1308-1321,0.301359735
2017-1308-1435,0.301722471
2017-1308-1433,0.306950232
2017-1308-1462,0.398528283
2017-1308-1343,0.293370523
2017-1308-1137,0.38013957
2017-1308-1195,0.45099325
2017-1308-1315,0.661523776
2017-1308-1355,0.625455386
2017-1308-1242,0.105190582
2017-1308-1257,0.082202791
2017-1308-1332,0.158440614
2017-1308-1345,0.188186282
2017-1308-1235,0.169223036
2017-1308-1166,0.266666264
2017-1308-1276,0.173259997
2017-1308-1274,0.252910798
2017-1308-1277,0.389207106
2017-1308-1329,0.229780718
2017-1308-1348,0.268799183
2017-1308-1305,0.442488519
2017-1308-1436,0.259983158
2017-1308-1233,0.485003222
2017-1308-1240,0.588017483
2017-1308-1300,0.518754052
2017-1308-1413,0.805755933
2017-1308-1314,0.083975475
2017-1308-1246,0.081579907
2017-1308-1417,0.17691924
2017-1308-1139,0.159904843
2017-1308-1278,0.277225952
2017-1308-1153,0.146838319
2017-1308-1173,0.276402279
2017-1308-1116,0.255845398
2017-1308-1371,0.346518927
2017-1308-1455,0.132980098
2017-1308-1243,0.372115923
2017-1308-1448,0.316556998
2017-1308-1292,0.324252416
2017-1308-1457,0.402618151
2017-1308-1245,0.512888931
2017-1308-1297,0.59327479
2017-1308-1411,0.673123291
2017-1407-1291,0.611680438
2017-1407-1309,0.671906462
2017-1407-1211,0.035930816
2017-1407-1112,0.113837447
2017-1407-1199,0.144344817
2017-1407-1452,0.090483189
2017-1407-1323,0.159535828
2017-1407-1268,0.222653339
2017-1407-1388,0.128685949
2017-1407-1321,0.254222683
2017-1407-1435,0.254096436
2017-1407-1433,0.259490934
2017-1407-1462,0.34406944
2017-1407-1343,0.246554378
2017-1407-1137,0.326747411
2017-1407-1195,0.394139658
2017-1407-1315,0.608945851
2017-1407-1355,0.570490287
2017-1407-1242,0.083952054
2017-1407-1257,0.064756351
2017-1407-1332,0.128762192
2017-1407-1345,0.154897491
2017-1407-1235,0.138135502
2017-1407-1166,0.223592854
2017-1407-1276,0.141153933
2017-1407-1274,0.210330599
2017-1407-1277,0.335617641
2017-1407-1329,0.190677139
2017-1407-1348,0.225345997
2017-1407-1305,0.386229107
2017-1407-1436,0.217425392
2017-1407-1233,0.427557293
