id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_name,team2_name,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team1_rpi_rating,team2_rpi_rating,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_fg3rate,team1_oppfg3rate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_fg3rate,team2_oppfg3rate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_postseason,team2_coaches_postseason,team1_ap_postseason,team2_ap_postseason
2017-1437-1291,1437,1291,2017,1,16,W01,W16a,1,16,W,W,R1W1,buffalo,42.875,-78.8764,Villanova,Mt St Mary's,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,jamion-christian-1,Jamion Christian,1,1,0,0,0,0,81,79,79,18,14,18,14,0.665,0.509,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,49.4505494505,35.652173913,67.4796747967,9.76310122039,48.8155061019,34.3984962406,65.9906396256,7.94590025359,36.8392952483,27.6363636364,45.6077015644,43.9165701043,0.0901016312238,0.0918097190196,65.8287,63.8563,117.917,122.788,95.7139,91.9865,68.6313,66.7253,99.3195,98.9643,99.383,103.191,40.039388,-75.345457,39.680632,-77.35222,3.0,,4.0,,1.0,,1.0,
2017-1437-1309,1437,1309,2017,1,16,W01,W16b,1,16,W,W,R1W1,buffalo,42.875,-78.8764,Villanova,New Orleans,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,mark-slessinger,Mark Slessinger,0,0,0,0,0,0,19,10,10,39,21,19,10,0.665,0.508,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,51.1915269197,31.1345646438,70.9726443769,8.45070422535,51.7102615694,31.1846689895,69.1605839416,9.0026478376,25.0661375661,36.6071428571,60.4584527221,50.937950938,0.106076328837,0.122474601893,65.8287,63.8563,117.917,122.788,95.7139,91.9865,68.5799,66.0122,101.904,100.862,99.4903,101.372,40.039388,-75.345457,30.028539,-90.068506,3.0,,4.0,,1.0,,1.0,
2017-1437-1211,1437,1211,2017,1,1,W01,X01,1,1,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Gonzaga,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,mark-few-1,Mark Few,17,17,6,6,0,0,498,111,111,32,0,32,0,0.665,0.644,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,58.3588957055,38.1933438986,73.7837837838,10.6986899563,39.9563318777,30.0,65.7743785851,6.6717791411,32.6098191214,31.7775571003,52.7944111776,42.9149797571,0.100877872588,0.0735211613779,65.8287,63.8563,117.917,122.788,95.7139,91.9865,70.8928,69.8943,119.293,120.723,86.2747,87.6821,40.039388,-75.345457,47.668144,-117.403062,3.0,13.0,4.0,14.0,1.0,2.0,1.0,2.0
2017-1437-1112,1437,1112,2017,1,2,W01,X02,1,2,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Arizona,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,sean-miller-1,Sean Miller,5,9,4,6,0,0,338,64,111,30,3,30,3,0.665,0.655,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,51.0408635312,39.7569444444,75.78125,8.92133008921,47.8507704785,30.6179775281,68.9594356261,7.86430223593,30.7528029899,36.6066838046,52.6374859708,53.2178217822,0.0817106808313,0.0703498375072,65.8287,63.8563,117.917,122.788,95.7139,91.9865,67.3107,65.5609,113.069,117.576,97.3254,94.8614,40.039388,-75.345457,32.232071,-110.950769,3.0,11.0,4.0,10.0,1.0,4.0,1.0,4.0
2017-1437-1199,1437,1199,2017,1,3,W01,X03,1,3,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Florida St,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,leonard-hamilton-1,Leonard Hamilton,4,7,1,2,0,0,503,194,404,25,7,25,7,0.665,0.631,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,54.1218637993,35.6357927786,69.1906005222,13.5702746365,45.0726978998,34.3839541547,71.3692946058,7.16845878136,31.3484251969,36.0537190083,49.3890020367,48.3709273183,0.10175293508,0.0695102354869,65.8287,63.8563,117.917,122.788,95.7139,91.9865,72.3678,70.632,113.774,116.76,98.6561,94.0178,40.039388,-75.345457,30.439741,-84.290883,3.0,,4.0,,1.0,18.0,1.0,16.0
2017-1437-1452,1437,1452,2017,1,4,W01,X04,1,4,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,West Virginia,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,bob-huggins-1,Bob Huggins,7,22,3,7,1,2,745,117,303,26,7,26,7,0.665,0.605,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,50.5547850208,36.1462728551,67.8007290401,13.93514461,46.6257668712,34.9230769231,67.5496688742,9.15395284327,33.0236878774,36.292573981,57.7079107505,54.0184453228,0.142783468668,0.0768522919174,65.8287,63.8563,117.917,122.788,95.7139,91.9865,71.479,69.743,112.338,116.51,91.646,89.6984,40.039388,-75.345457,39.63468,-79.953926,3.0,18.0,4.0,20.0,1.0,12.0,1.0,13.0
2017-1437-1323,1437,1323,2017,1,5,W01,X05,1,5,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Notre Dame,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,mike-brey-1,Mike Brey,11,13,3,3,0,0,480,185,237,25,8,25,8,0.665,0.609,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,51.2884455528,38.5542168675,79.9301919721,9.74124809741,48.097412481,33.7192474674,73.0337078652,11.3050706567,40.8263649779,34.463840399,58.0576307364,50.6358381503,0.10540355197,0.0773247368961,65.8287,63.8563,117.917,122.788,95.7139,91.9865,67.853,66.9734,114.424,118.926,101.671,97.8293,40.039388,-75.345457,41.616717,-86.289848,3.0,,4.0,,1.0,14.0,1.0,14.0
2017-1437-1268,1437,1268,2017,1,6,W01,X06,1,6,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Maryland,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,mark-turgeon-1,Mark Turgeon,2,7,1,2,0,0,388,66,225,24,7,24,7,0.665,0.597,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,50.930460333,36.6998577525,70.0751879699,11.7455138662,45.2691680261,34.0101522843,70.4273504274,11.263467189,40.777262181,32.5261419923,56.6838046272,46.2962962963,0.0762175276644,0.0889993490739,65.8287,63.8563,117.917,122.788,95.7139,91.9865,67.8486,66.9167,108.151,113.629,100.798,98.7801,40.039388,-75.345457,38.988607,-76.939704,3.0,21.0,4.0,25.0,1.0,,1.0,
2017-1437-1388,1437,1388,2017,1,7,W01,X07,1,7,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,St Mary's CA,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,randy-bennett-1,Randy Bennett,5,5,1,1,0,0,361,154,154,28,3,28,3,0.665,0.621,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,56.4516129032,39.9433427762,74.7787610619,8.47880299252,45.0540315877,30.2966101695,68.6182669789,7.35887096774,41.5783274441,28.1791044776,63.6579572447,41.897810219,0.0683361057411,0.0904297339131,65.8287,63.8563,117.917,122.788,95.7139,91.9865,60.8207,59.1614,118.482,118.987,92.6522,94.3582,40.039388,-75.345457,29.451793,-98.564307,3.0,19.0,4.0,17.0,1.0,21.0,1.0,22.0
2017-1437-1321,1437,1321,2017,1,8,W01,X08,1,8,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Northwestern,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,chris-collins-3,Chris Collins,0,0,0,0,0,0,72,58,58,23,10,23,10,0.665,0.579,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,48.8941548183,34.0876944837,75.1235584843,13.5566188198,43.8596491228,33.4855403349,66.6666666667,10.0315955766,35.833755702,34.3799058085,60.3488372093,53.1168831169,0.0758588183104,0.0847311947209,65.8287,63.8563,117.917,122.788,95.7139,91.9865,66.2996,64.9718,107.189,111.275,98.4895,95.7113,40.039388,-75.345457,42.058377,-87.673653,3.0,,4.0,,1.0,,1.0,
2017-1437-1435,1437,1435,2017,1,9,W01,X09,1,9,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,Vanderbilt,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,bryce-drew-1,Bryce Drew,0,2,0,0,0,0,143,14,63,19,14,19,14,0.665,0.592,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,48.3086680761,37.6536312849,77.5700934579,9.69696969697,46.6666666667,33.5877862595,70.3642384106,10.9936575053,48.6148832156,33.164556962,55.5415617128,46.5311004785,0.0610973520844,0.0820450156562,65.8287,63.8563,117.917,122.788,95.7139,91.9865,67.1609,65.3765,105.984,112.331,100.926,96.0813,40.039388,-75.345457,36.14443,-86.804875,3.0,,4.0,,1.0,,1.0,
2017-1437-1433,1437,1433,2017,1,10,W01,X10,1,10,W,X,R5WX,glendale,33.5275,-112.2625,Villanova,VA Commonwealth,jay-wright-1,Jay Wright,11,13,5,5,2,2,507,159,244,31,2,31,2,will-wade-1,Will Wade,1,1,0,0,0,0,91,17,42,26,6,26,6,0.665,0.614,59.688412853,37.037037037,79.3528505393,9.17832167832,48.8636363636,31.25,71.2230215827,6.13437195716,44.09363092,40.1673640167,53.2311062432,57.8222778473,0.109910976577,0.0781887028494,52.2710349963,33.5652173913,70.5293276109,10.7431340872,45.4765751212,33.5714285714,69.3593314763,8.78629932986,29.9791449426,31.1457174638,57.094972067,46.0719041278,0.108853528291,0.0794803539899,65.8287,63.8563,117.917,122.788,95.7139,91.9865,69.1236,68.2858,106.867,109.85,94.3718,95.171,40.039388,-75.345457,37.547631,-77.453597,3.0,,4.0,,1.0,,1.0,
