"game_id","seed.distance","def.diff","diff.prob","rpi.diff","top.diff","stlrate.diff","result"
"2002-1425-1423",-9,-2.7256,0.46061130318469,46,0,-0.0044,0
"2002-1335-1143",5,2.1002,-0.203321114070043,28,0,-0.0164,0
"2002-1214-1163",13,12.1469,-0.631565151682741,-99,0,0.00960000000000001,0
"2002-1196-1166",-7,-8.80470000000001,0.60135198853454,-23,0,0.0187,0
"2002-1361-1228",9,2.40849999999999,-0.508257234493891,-100,0,-0.0109,0
"2002-1270-1280",11,3.7255,-0.545590035567388,-132,0,0.00270000000000001,0
"2002-1277-1301",3,2.2869,-0.0704662801586904,-14,0,-0.036,0
"2002-1227-1328",13,15.3691,-0.802359713253904,-51,0,-0.0488,0
"2002-1403-1356",-5,2.3095,0.224461934709932,-6,0,5e-04,0
"2002-1218-1462",3,4.6169,-0.208329171424991,-17,0,0.00600000000000001,0
"2002-1461-1112",8,-0.266099999999994,-0.514575276534229,-52,0,0.0125,0
"2002-1323-1181",7,9.5838,-0.680508468952703,-52,0,-0.0198,0
"2002-1423-1231",8,3.9066,-0.477086094239331,-26,0,0.0235,0
"2002-1390-1242",7,5.7723,-0.388262322275527,-54,0,-0.0458,0
"2002-1409-1246",8,6.9564,-0.315617226746867,-10,0,0.0039,0
"2002-1326-1281",-8,-2.36009999999999,0.292645480041606,52,0,-0.0125,0
"2002-1166-1228",8,6.4358,-0.458827336896109,-38,0,0.0125,0
"2002-1458-1268",7,3.90009999999999,-0.598270980934574,-61,0,-0.0206,0
"2002-1280-1400",-3,-7.80789999999999,0.246700225531638,40,0,0.0322,0
"2002-1153-1417",-7,-8.70939999999999,0.664941840756667,67,0,-0.00939999999999999,0
"2002-1356-1163",9,3.0668,-0.324366587707523,-36,0,0.000100000000000003,0
"2002-1281-1328",10,10.4978,-0.498598068022196,-64,0,-0.0264,0
"2002-1332-1242",1,5.3248,-0.243772641835162,-39,0,-0.0169,0
"2002-1242-1268",0,-1.0025,0.002931401800018,13,0,0.00410000000000001,0
"2002-1231-1268",4,-1.62,-0.231315727799883,-19,0,-0.0073,0
"2003-1112-1436",-15,-7.9898,0.851021557368074,146,0,0.00609999999999999,1
"2003-1113-1272",3,3.2355,-0.150261531969893,71,0,-0.0261,1
"2003-1228-1443",-9,-5.13789999999999,0.561595491006445,44,0,0.0025,1
"2003-1323-1454",-7,3.7129,0.243594468858396,27,0,-0.0237,1
"2003-1390-1360",-9,-0.986499999999992,0.295265001452101,92,0,0.00509999999999999,1
"2003-1409-1173",9,-5.6704,-0.248739993293981,17,0,0.0247,1
"2003-1139-1280",7,12.7687,-0.427362660916753,5,0,-0.026,1
"2003-1196-1358",-13,-4.88639999999999,0.792050762527722,21,0,0.00269999999999999,1
"2003-1231-1104",-3,3.19500000000001,-0.0473293202094385,45,0,-0.0321,1
"2003-1246-1237",-15,-13.4352,0.907115428519971,77,0,-0.005,1
"2003-1428-1332",1,-4.06180000000001,0.0214828489406714,110,0,-0.0284,1
"2003-1242-1113",-8,-8.0783,0.490606994713155,54,0,0.0568,1
"2003-1266-1281",-3,2.89659999999999,0.158220460609306,14,0,0.0067,1
"2003-1323-1228",1,8.9615,-0.34413499956828,1,0,-0.00409999999999999,1
"2003-1120-1448",8,-1.6841,-0.40105944625829,-40,0,0.0225,1
"2003-1268-1462",3,-3.06710000000001,-0.0263347861666091,-16,0,0.0641,1
"2003-1338-1231",-5,-11.929,0.640237328315959,54,0,0.0555,1
"2003-1246-1458",-4,-5.369,0.458882574053875,51,0,0.00359999999999999,1
"2003-1266-1338",1,10.0697,-0.378153069274657,3,0,-0.0325,1
"2003-1328-1139",-11,-10.4986,0.450283167095596,43,0,0.00360000000000001,1
"2003-1393-1120",-7,0.470100000000002,0.368938746368127,58,0,0.00119999999999999,1
"2003-1266-1246",2,10.2757,-0.485497046022596,-4,0,-0.0246,1
"2003-1393-1328",2,4.80159999999999,-0.188388103680723,3,0,0.00879999999999999,1
"2003-1400-1277",-6,5.63030000000001,0.276552767507156,62,0,-0.0071,1
"2003-1411-1421",0,-6.45290000000001,0.113512715015088,117,0,-0.00950000000000001,0
"2003-1166-1141",-5,-3.5545,0.26416837146415,20,0,0.02,0
"2003-1301-1143",1,2.64580000000001,-0.0649042960179847,40,0,0.0206,0
"2003-1140-1163",7,-0.307900000000004,-0.0804109811841858,-13,0,0.0256,0
"2003-1161-1181",11,9.9714,-0.687027063141089,-3,0,-0.0402,0
"2003-1153-1211",-1,-5.98609999999999,0.000862904542483334,-23,0,-0.0164,0
"2003-1429-1242",13,11.5644,-0.78713730303747,-43,0,-0.0494,0
"2003-1221-1266",11,-2.7992,-0.431684958458443,-60,0,0.0315,0
"2003-1356-1281",5,4.5458,-0.291785522428332,-31,0,0.0336,0
"2003-1354-1328",15,14.4909,-0.927076851259424,-31,0,0.00219999999999999,0
"2003-1451-1458",7,8.80630000000001,-0.557665140493225,35,0,-0.0104,0
"2003-1386-1120",-3,-5.3951,0.467028533377832,27,0,-0.0057,0
"2003-1122-1257",9,3.3158,-0.731703781624297,-98,0,0.000699999999999992,0
"2003-1423-1268",5,2.79440000000001,-0.206632474640842,-5,0,-0.00340000000000001,0
"2003-1160-1277",3,3.2787,-0.115796546313461,7,0,-0.0096,0
"2003-1335-1329",5,7.35379999999999,-0.0979507662069909,-8,0,-0.0173,0
"2003-1447-1338",13,17.9672,-0.907089580624076,-53,0,-0.014,0
"2003-1261-1345",-1,0.866500000000002,0.285457155195701,-25,0,0.0142,0
"2003-1264-1393",11,-0.0694000000000017,-0.396355396416553,-35,0,0.0114,0
"2003-1421-1400",15,17.6075,-0.953469784176579,-122,0,0.0112,0
"2003-1190-1448",13,4.1503,-0.765434036731953,-47,0,0.0454,0
"2003-1407-1462",11,5.81439999999999,-0.588189869259426,-60,0,0.0517,0
"2003-1211-1112",8,6.7774,-0.557801352023423,-38,0,-0.0176,0
"2003-1390-1163",-1,1.117,-0.175480467089779,20,0,-0.00130000000000001,0
"2003-1141-1181",8,4.4033,-0.527844888218405,-29,0,-0.0183,0
"2003-1143-1328",7,6.11529999999999,-0.440860442331438,-42,0,-0.0139,0
"2003-1409-1458",8,3.15950000000001,-0.478661105738805,-32,0,-0.0029,0
"2003-1257-1139",-8,-6.1173,0.38708080044458,33,0,-0.0024,0
"2003-1428-1246",8,6.8644,-0.694624865588395,-18,0,-0.0344,0
"2003-1196-1277",-5,3.1914,0.280474843927599,42,0,0.0165,0
"2003-1329-1393",3,-5.2383,-0.143424742563693,-8,0,0.0116,0
"2003-1345-1400",8,-5.13460000000001,-0.440268461562873,-38,0,0.015,0
"2003-1323-1112",4,9.08600000000001,-0.425378642949721,-15,0,-0.0108,0
"2003-1181-1242",1,6.0569,-0.195387518342975,8,0,-0.0149,0
"2003-1268-1277",-1,0.0734999999999957,0.106916886405199,5,0,0.0459,0
"2003-1163-1400",4,-2.75230000000001,-0.238580772390218,-37,0,-0.0086,0
"2003-1112-1242",-1,1.95989999999999,0.0120639412420637,15,0,-0.0212,0
"2003-1266-1242",1,8.84949999999999,-0.296303960228622,5,0,-0.0443,0
"2003-1400-1393",-2,2.20060000000001,0.187146793529948,22,0,-0.0283,0
"2003-1242-1393",-1,-6.00919999999999,0.33677075159481,13,0,0.0164,0
"2004-1197-1250",0,4.9568,-0.292361444608629,-135,0,0.00890000000000001,1
"2004-1163-1436",-13,-9.8057,0.876883338927489,-115,0,-0.022,1
"2004-1211-1434",-13,-4.84769999999999,0.859262522700102,112,0,-0.0038,1
"2004-1264-1196",7,-3.12739999999999,-0.364241305410927,78,0,0.0436,1
"2004-1314-1102",-5,-1.70519999999999,0.378041022372514,42,0,-0.0166,1
"2004-1386-1251",-15,-9.02119999999999,0.911521402292626,67,0,0.00990000000000002,1
"2004-1390-1427",-15,-14.4227,0.903237434111504,129,0,-0.0015,1
"2004-1400-1343",-11,-6.1767,0.583305960616409,25,0,-0.0147,1
"2004-1130-1428",-5,-1.44969999999999,0.0826298280225004,38,0,0.0371,1
"2004-1228-1293",-7,-1.20910000000001,0.388743306195632,58,0,-0.000799999999999995,1
"2004-1272-1376",-3,0.246899999999997,0.00171151886895693,121,0,-0.023,1
"2004-1301-1418",-11,-2.91720000000001,0.604350699973582,89,0,-0.025,1
"2004-1334-1344",7,5.42230000000001,-0.471504042497892,-40,0,-0.0465,1
"2004-1338-1416",-11,-8.28450000000001,0.806593046523172,29,0,-0.0352,1
"2004-1435-1444",-5,-3.5089,0.0878172001237301,47,0,-0.0157,1
"2004-1458-1350",-5,1.81989999999999,0.360205103611241,41,0,0.0014,1
"2004-1462-1257",-3,6.32559999999999,-0.0398758553674991,23,0,-0.0115,1
"2004-1104-1390",7,6.70310000000001,-0.306231896804605,-20,0,0,1
"2004-1181-1371",-7,-3.3725,0.579484476717099,46,0,0.0316,1
"2004-1305-1211",8,-1.3348,-0.373969531906911,-130,0,0.0014,1
"2004-1386-1403",-7,-4.0231,0.556391689749204,50,0,0.0158,1
"2004-1393-1268",1,3.4328,-0.167049527535045,31,0,-0.0018,1
"2004-1228-1153",1,4.4198,-0.221128921185618,4,0,-0.00499999999999999,1
"2004-1338-1458",-3,-2.3784,0.240704976002977,15,0,-0.0148,1
"2004-1412-1246",8,2.4658,-0.509738883268894,-36,0,0.0444,1
"2004-1104-1393",3,2.16520000000001,-0.0262947604573326,-3,0,-0.019,1
"2004-1329-1338",-1,4.98270000000001,-0.223986982560596,18,0,0.0163,1
"2004-1462-1400",4,-0.894500000000008,0.0282372590270834,-22,0,0.0068,1
"2004-1163-1104",-6,-6.2282,0.455018855487209,-108,0,-0.00889999999999999,1
"2004-1210-1242",-1,-2.85980000000001,0.318556861950536,138,0,0.0231,1
"2004-1356-1104",1,-1.9795,-0.132055417920985,-87,0,0.0567,0
"2004-1173-1177",3,-4.64689999999999,-0.0846353386650748,11,0,-0.0135,0
"2004-1106-1181",15,12.3716,-0.97168462477879,-46,0,-0.022,0
"2004-1431-1268",9,4.8583,-0.306531184849034,37,0,-0.0166,0
"2004-1277-1305",-3,8.4789,-0.164149158365577,0,0,0.0194,0
"2004-1112-1371",1,8.98190000000001,-0.181975137046144,-17,0,-0.00800000000000001,0
"2004-1140-1393",7,0.755600000000001,-0.0653172130208196,-106,0,-0.0077,0
"2004-1150-1403",1,3.5556,-0.0180943229242628,-56,0,0.00219999999999999,0
"2004-1433-1448",9,-4.6915,-0.555749731136057,-11,0,-0.0222,0
"2004-1190-1153",9,1.23739999999999,-0.586837353017554,-20,0,0.0332,0
"2004-1320-1210",11,6.92660000000001,-0.671497734648917,-33,0,-0.0456,0
"2004-1227-1242",9,1.5017,-0.311987042582998,97,0,0.0173,0
"2004-1197-1246",15,17.9931,-0.955224007979961,-140,0,0.0028,0
"2004-1284-1280",13,7.7114,-0.878052458561223,-37,0,-0.0211,0
"2004-1186-1329",13,7.66459999999999,-0.800259765937747,-45,0,-0.0184,0
"2004-1449-1412",-1,8.9046,-0.20758851378782,-4,0,-0.0628,0
"2004-1177-1163",5,11.5613,-0.601927856149255,104,0,-0.0016,0
"2004-1314-1400",3,0.7393,0.185533636276965,-2,0,0.0302,0
"2004-1264-1448",8,-3.9725,-0.455174132390063,-18,0,0.0161,0
"2004-1130-1210",3,3.60520000000001,-0.409324776799378,-2,0,-0.0141,0
"2004-1334-1242",8,4.8849,-0.431910803190103,0,0,-0.0096,0
"2004-1272-1329",5,2.229,-0.380147104847172,-15,0,-0.00609999999999999,0
"2004-1301-1435",-3,1.07259999999999,0.306203631967552,23,0,-0.0107,0
"2004-1280-1462",-5,-0.767200000000003,0.208512951420258,46,0,0.0278,0
"2004-1435-1163",4,3.4263,-0.365678245910186,125,0,0.0264,0
"2004-1448-1386",3,9.0954,-0.296552692761884,-14,0,-0.0135,0
"2004-1228-1181",4,7.58450000000001,-0.534779776189312,-12,0,-0.0243,0
"2004-1305-1210",7,1.84910000000001,-0.267209319662392,-127,0,-0.0325,0
"2004-1412-1242",5,-2.4145,-0.151043317966565,111,0,0.058,0
"2004-1386-1329",-1,-3.194,0.162066973130175,16,0,0.021,0
"2004-1462-1181",6,2.63800000000001,-0.5061642769834,-36,0,-0.0263,0
"2004-1181-1163",-1,-0.534600000000012,0.229416339443545,158,0,0.0446,0
"2004-1329-1210",-1,2.60250000000001,0.00398783116765383,23,0,-0.0098,0
"2004-1210-1163",1,0.387999999999991,-0.0876830596344378,138,0,0.0375,0
"2005-1130-1335",-9,4.32199999999999,0.326891966103428,58,0,-0.0093,1
"2005-1211-1457",-11,5.05539999999999,0.531178573200257,50,0,-0.0413,1
"2005-1228-1192",-15,-15.3481,0.958527185608432,95,0,0.0164,1
"2005-1334-1338",-1,2.55560000000001,-0.247665296830503,61,0,-0.0231,1
"2005-1412-1261",5,-1.8241,-0.167980389976366,9,0,0.0555,1
"2005-1448-1151",-13,1.8982,0.857680072412186,50,0,0.0181,1
"2005-1163-1416",-13,-15.8668,0.862520925216061,-15,0,-0.021,1
"2005-1210-1203",-7,-5.7931,0.275862707531369,29,0,-0.0213,1
"2005-1314-1324",-15,-16.6688,0.926079549305537,130,0,0.0254,1
"2005-1329-1368",-13,2.93339999999999,0.763158378215286,130,0,-0.043,1
"2005-1356-1388",-3,-4.7325,0.343155366050188,84,0,0.0503,1
"2005-1437-1307",-7,-4.44600000000001,0.373503270909519,5,0,0.0127,1
"2005-1112-1412",-8,-2.3232,0.419159634159083,59,0,-0.044,1
"2005-1246-1153",-5,-3.7914,0.240054274825655,42,0,0.0566,1
"2005-1403-1211",3,-5.11069999999999,-0.212311042616291,-14,0,0.0307,1
"2005-1428-1328",3,0.0447999999999951,-0.0597214891883264,2,0,-0.0354,1
"2005-1452-1448",5,-1.25069999999999,-0.483594586846848,-30,0,0.00510000000000001,1
"2005-1314-1235",-8,1.01350000000001,0.706741697651234,77,0,-0.0093,1
"2005-1458-1137",-8,-2.3158,0.584474358805079,53,0,-0.0417,1
"2005-1112-1329",1,-0.9131,-0.173648621559768,1,0,0.00849999999999999,1
"2005-1228-1454",-11,-6.42230000000001,0.806296181518304,74,0,-0.0015,1
"2005-1452-1403",1,3.7137,0.0194161656973954,7,0,0.0128,1
"2005-1277-1181",4,4.4348,-0.125382507693277,-24,0,-0.0079,1
"2005-1314-1437",-4,-1.78019999999999,0.336909408396273,50,0,0.0033,1
"2005-1257-1452",-3,-5.64190000000001,0.37003786991022,39,0,-0.000400000000000011,1
"2005-1228-1257",-3,-4.83750000000001,0.566140655103735,31,0,-0.00559999999999999,1
"2005-1105-1324",0,-6.7073,-0.491673755119665,120,0,0.0463,0
"2005-1429-1112",11,0.379100000000008,-0.00345851459829288,-120,0,-0.0231,0
"2005-1234-1153",3,1.3922,-0.0502190953758144,-12,0,0.03,0
"2005-1184-1246",13,10.4948,-0.808846633725043,-104,0,-0.034,0
"2005-1400-1305",-1,4.839,0.168516772742605,-47,0,-0.0122,0
"2005-1310-1328",11,16.2616,-0.726509758854381,-13,0,-0.0384,0
"2005-1417-1403",5,0.978499999999997,-0.152065794897169,6,0,-0.0288,0
"2005-1431-1428",5,8.02160000000001,-0.492058591819805,10,0,0.0121,0
"2005-1285-1449",15,3.68870000000001,-0.852903472294323,-101,0,-0.0264,0
"2005-1166-1452",3,0.681399999999996,-0.00241899691543046,-64,0,-0.0171,0
"2005-1104-1454",-7,1.46769999999999,0.394182080961075,16,0,-0.0408,0
"2005-1242-1137",-11,0.266599999999997,0.658376811684167,53,0,-0.0289,0
"2005-1175-1181",15,16.6293,-0.928538683531098,-85,0,0.0178,0
"2005-1325-1196",9,8.69980000000001,-0.681176663062832,-60,0,0.0248,0
"2005-1278-1235",-1,-1.7829,0.105580696025354,13,0,-0.00280000000000002,0
"2005-1418-1257",9,3.50069999999999,-0.528195924689502,-26,0,0.0114,0
"2005-1330-1277",7,-1.2,-0.624294206746717,-11,0,0.0274,0
"2005-1390-1280",-1,0.378199999999993,-0.0841525055492221,1,0,-0.00269999999999999,0
"2005-1150-1301",-3,3.42569999999999,-0.335700009119495,27,0,0.0082,0
"2005-1393-1436",-9,-4.8083,0.441073906233465,-48,0,0.0184,0
"2005-1320-1458",5,7.58919999999999,-0.39725107251893,-31,0,0.00890000000000001,0
"2005-1305-1228",8,3.39320000000001,-0.816754080365809,-38,0,-0.0181,0
"2005-1334-1449",7,0.394200000000012,-0.332940693704796,-32,0,-0.0337,0
"2005-1130-1454",-8,0.754499999999993,0.258622337557577,56,0,-0.0098,0
"2005-1280-1181",8,3.6858,-0.620563049349026,-30,0,-0.024,0
"2005-1210-1257",1,-3.8852,-0.0961288943824964,-12,0,-0.00659999999999999,0
"2005-1436-1277",8,5.1097,-0.574768309234024,63,0,-0.0123,0
"2005-1163-1301",-8,-6.6481,0.229780592338202,59,0,-0.0273,0
"2005-1356-1329",5,-3.8652,-0.34641763112674,-22,0,0.0334,0
"2005-1196-1437",-1,0.128799999999998,0.00712750398801409,16,0,-0.0204,0
"2005-1449-1257",-3,4.64149999999999,-0.0293760051377128,30,0,-0.0125,0
"2005-1428-1246",4,3.73699999999999,-0.103918382585486,-19,0,-0.0381,0
"2005-1301-1458",4,5.6891,-0.07608061633443,-31,0,0.0293,0
"2005-1112-1228",2,6.8755,-0.625965789324931,-4,0,-0.0044,0
"2005-1246-1277",-3,-4.83369999999999,-0.118038576978599,37,0,0.0196,0
"2005-1458-1314",5,0.0305000000000035,-0.485412735880339,-15,0,-0.0461,0
"2005-1277-1314",4,3.4066,-0.25341261849835,-24,0,-0.0139,0
"2005-1228-1314",0,-2.56570000000001,0.20245746210663,14,0,-0.0119,0
"2006-1284-1214",0,-3.6343,0.406832082217084,45,0,0.003,1
"2006-1104-1266",3,3.81750000000001,-0.290543699824719,-106,0,-0.0115,1
"2006-1196-1375",-11,-6.2341,0.5929268168609,85,0,-0.0134,1
"2006-1401-1393",7,-6.5693,0.168061570541292,19,0,0.00289999999999999,1
"2006-1454-1328",5,-3.07639999999999,-0.134152341472375,68,0,-0.0132,1
"2006-1455-1371",-3,0.321200000000005,0.223115251598857,7,0,-0.0213,1
"2006-1112-1458",-1,-0.692999999999998,-0.0181317417474771,3,0,0.0589,1
"2006-1163-1107",-15,-10.8602,0.848089860331042,1,0,-0.0093,1
"2006-1206-1277",5,-6.7889,0.0120957039884722,46,0,0.0181,1
"2006-1246-1412",-1,1.16510000000001,0.181767104286282,-3,0,-0.0662,1
"2006-1301-1143",3,0.292000000000002,0.112477229880666,39,0,0.026,1
"2006-1322-1234",11,13.4377,-0.589573181542087,51,0,0.0253,1
"2006-1338-1245",-7,-5.80759999999999,0.522519011842844,15,0,-0.0214,1
"2006-1400-1335",-13,0.741799999999998,0.724014528219217,81,0,-0.027,1
"2006-1437-1284",-15,-4.41970000000001,0.883474875660008,-8,0,0.0048,1
"2006-1130-1285",-8,-1.4316,0.459513289893007,-25,0,-0.0087,1
"2006-1261-1401",-8,2.1709,0.192612781310977,-10,0,-0.0119,1
"2006-1449-1228",1,5.06269999999999,-0.310559683921863,12,0,0.016,1
"2006-1455-1397",5,-1.09869999999999,-0.198963061402494,17,0,-0.0593,1
"2006-1206-1314",8,-2.34559999999999,-0.301958441493153,50,0,0.0018,1
"2006-1400-1301",-8,-2.9697,0.446957315269082,0,0,0.0136,1
"2006-1400-1452",-4,-3.6909,0.302945366266378,0,0,-0.0035,1
"2006-1417-1211",-1,-11.8659,0.466121837544204,4,0,-0.00560000000000001,1
"2006-1163-1449",-4,-5.0133,0.431343668415405,-16,0,-0.0211,1
"2006-1196-1207",-4,-4.39830000000001,0.210760760425801,32,0,0.0092,1
"2006-1206-1455",4,-4.7341,0.0913486336436209,52,0,0.029,1
"2006-1417-1272",1,1.5869,0.0390605895115212,7,0,-0.0429,1
"2006-1417-1261",-2,-0.965999999999994,0.152822632126882,1,0,-0.0281,1
"2006-1196-1417",1,0.912899999999993,0.021437123698875,51,0,0.0203,1
"2006-1334-1130",9,-1.42399999999999,-0.388457527938342,-75,0,-0.00319999999999999,0
"2006-1380-1181",15,3.44670000000001,-0.907466482151061,1,0,-0.0183,0
"2006-1423-1203",1,-3.3458,0.025505784637201,-74,0,-0.0137,0
"2006-1462-1211",11,-5.142,-0.119465423723836,-15,0,-0.001,0
"2006-1102-1228",9,5.5188,-0.475633848266941,0,0,0.0451,0
"2006-1361-1231",5,6.48780000000001,-0.186579752149486,-42,0,0.0199,0
"2006-1233-1261",9,6.6447,-0.460255131892376,-5,0,-0.0119,0
"2006-1305-1285",-7,-8.8099,0.446072176891309,-24,0,-0.0206,0
"2006-1457-1397",13,-2.81139999999999,-0.492248219602539,8,0,-0.00209999999999999,0
"2006-1125-1417",13,15.606,-0.828310351311669,-14,0,0.0158,0
"2006-1429-1449",7,5.94970000000001,-0.346328103428868,7,0,-0.0315,0
"2006-1242-1133",-9,-3.20100000000001,0.393785954318669,-22,0,0.0129,0
"2006-1116-1137",-1,1.5322,0.234618861736524,22,0,-0.0146,0
"2006-1320-1207",3,-3.57250000000001,-0.20587844622064,-60,0,-0.018,0
"2006-1331-1272",15,10.7006,-0.721122869608626,27,0,-0.0381,0
"2006-1293-1314",11,1.5351,-0.637531576379238,-38,0,0.0133,0
"2006-1172-1326",13,13.3751,-0.753266571917784,13,0,-0.0375,0
"2006-1356-1452",5,-8.9007,-0.150196502631654,-69,0,0.0106,0
"2006-1203-1181",7,0.462999999999994,-0.540267867787373,15,0,-0.0025,0
"2006-1454-1196",8,3.88720000000001,-0.561347661199828,-20,0,-0.0115,0
"2006-1231-1211",3,-10.7416,0.119696365392248,32,0,-0.0029,0
"2006-1104-1417",8,8.1443,-0.578158595169298,-51,0,0.0073,0
"2006-1338-1133",-8,0.3476,0.268699289558528,22,0,-0.0345,0
"2006-1246-1163",7,6.03070000000001,-0.493487942552786,17,0,-0.0021,0
"2006-1326-1207",-5,-4.6375,0.172804688470689,-28,0,-0.000300000000000009,0
"2006-1137-1272",8,2.83659999999999,-0.424046620222932,17,0,0.00259999999999999,0
"2006-1112-1437",7,1.87320000000001,-0.486929649449476,-4,0,0.0223,0
"2006-1322-1452",8,1.26729999999999,-0.51113501327988,0,0,0.000199999999999992,0
"2006-1181-1261",-3,1.7132,0.321650454165807,23,0,0.0124,0
"2006-1133-1272",12,0.715299999999999,-0.286932529772354,28,0,-0.0063,0
"2006-1130-1437",3,7.8048,-0.377286241380582,-30,0,-0.0249,0
"2006-1400-1261",-2,2.2026,0.197507201574026,29,0,0.0021,0
"2006-1437-1196",-2,0.319699999999997,0.0801103256418181,2,0,0.00559999999999999,0
"2006-1163-1206",-10,0.13069999999999,0.45922532533678,-20,0,-0.0183,0
"2006-1206-1196",8,-0.540099999999995,-0.340597938576259,4,0,-0.000800000000000009,0
"2007-1310-1197",0,-0.266199999999998,0.319000986332632,11,0,-0.0039,1
"2007-1139-1330",-7,2.5163,0.256668403080718,91,0,-0.0289,1
"2007-1207-1125",-13,-7.372,0.825335559698552,28,0,-0.0035,1
"2007-1268-1172",-9,-7.21250000000001,0.401467307510411,32,0,0.0035,1
"2007-1326-1148",-15,-13.8471,0.915460520710437,32,0,0.0122,1
"2007-1338-1460",-11,-0.940100000000001,0.595753922643741,109,0,-0.012,1
"2007-1401-1335",-11,-7.6874,0.725123321220754,109,0,-0.0232,1
"2007-1417-1451",-13,-11.7874,0.872974084242817,54,0,0.0164,1
"2007-1450-1331",-11,-5.05160000000001,0.425405235637056,-11,0,0.0141,1
"2007-1196-1238",-15,-15.0804,0.954795846517108,56,0,-0.0135,1
"2007-1242-1310",-15,-20.4352,0.916213391527715,12,0,0.0402,1
"2007-1272-1317",-13,-11.7028,0.86863231584647,96,0,0.0462,1
"2007-1305-1166",-3,6.0551,-0.148141703328149,19,0,-0.0233,1
"2007-1332-1275",-11,0.9315,0.539986342659447,86,0,0.00679999999999999,1
"2007-1345-1112",1,-7.11150000000001,-0.0154667268101139,10,0,0.0335,1
"2007-1397-1253",-7,-8.5095,0.490095074290187,106,0,0.0306,1
"2007-1400-1308",-9,0.262100000000004,0.571664895554987,12,0,0.0068,1
"2007-1424-1210",-3,-2.01689999999999,-0.127464020012939,43,0,-0.0231,1
"2007-1425-1116",-7,3.23719999999999,-0.112163696421002,64,0,-0.0202,1
"2007-1438-1107",-9,-3.12009999999999,0.3687318003724,30,0,-0.0247,1
"2007-1439-1228",-7,6.5612,-0.0355057269264922,9,0,0.0323,1
"2007-1139-1268",1,6.92750000000001,-0.150299385050698,16,0,-0.0117,1
"2007-1326-1462",-8,-8.5538,0.534038869783338,33,0,0.0198,1
"2007-1242-1246",-7,-7.3052,0.390424883275072,14,0,0.0446,1
