,seed,lat,long,fg2pct,fg3pct,ftpct,blockpct,oppfg2pct,oppfg3pct,oppftpct,oppblockpct,f3grate,oppf3grate,arate,opparate,stlrate,oppstlrate,tempo,adjtempo,oe,adjoe,de,adjde,rpi_rating,pt_school_ncaa,pt_overall_ncaa,pt_school_s16,pt_overall_s16,pt_school_ff,pt_overall_ff,pt_career_school_wins,pt_career_school_losses,pt_career_overall_losses,team_season_wins,pt_team_season_losses,pt_coach_season_wins,pt_coach_season_losses,expwin,log5,prob
10,-10,6.01833,42.938401000000006,9.213729309999998,0.7116513500000039,5.439807060000007,-4.413174142000001,2.0147373500000043,-5.20970938,-0.09010973000000888,-2.568159689,8.028886360000001,3.667846179999998,-3.0676674499999947,4.294842240000001,0.00805118299999999,-0.00023055199999999498,-4.9879999999999995,-4.883600000000008,7.061999999999998,10.299999999999997,-7.198100000000011,-8.214500000000001,0.07799999999999996,10,11,5,4,2,2,399,97,154,8,-6,8,-6,0.17428427033206007,0.7597431240252253,0.9317007213298503
11,-11,5.814165,2.5300699999999994,3.6033064699999997,1.060705679999998,10.442594130000003,0.6915322459999995,-5.339726329999998,-2.468689789999999,0.5333664099999993,-1.525202510999999,2.2619477500000045,10.8121604,1.3100262800000024,9.934953909999997,0.01855842699999999,0.016991363999999995,-4.385800000000003,-6.1008,-0.18500000000000227,4.9809999999999945,-9.540099999999995,-13.431499999999986,0.06300000000000006,10,12,5,5,2,2,435,133,218,2,-2,2,-2,0.18307822898501802,0.7705959225049823,0.8872826656140619
12,-12,3.737745,7.021496999999999,4.238585860000001,-1.1795234699999995,9.57052019000001,-5.226110452,3.526609579999999,-4.311877670000001,-1.221422860000004,-3.727219738999999,8.891837200000005,0.8056618900000032,-0.6848983000000004,10.72376233,-0.008889783000000012,-0.015987900000000013,-5.7069000000000045,-6.0503,8.007000000000005,14.739000000000004,-0.5090000000000003,-4.574699999999993,0.09399999999999997,11,13,5,5,2,2,456,141,226,4,-4,4,-4,0.1805535855102326,0.7675574621693694,0.8933424181344579
13,-13,7.756513,31.402383999999998,5.186960769999999,3.6033021000000005,8.458324510000011,0.05581950599999885,0.29717242000000255,1.1443662000000003,3.5129721599999897,0.8100737960000002,4.965758200000003,7.1248974700000005,-2.8198491699999977,13.438716209999995,0.04018962399999999,0.0027368269999999972,-3.6873000000000076,-3.5020000000000024,7.184000000000012,12.713999999999999,-1.501100000000008,-10.780500000000004,0.09700000000000009,11,13,5,5,2,2,479,155,240,3,-2,3,-2,0.27734187250296816,0.8526391595996465,0.9383794354475455
14,-14,8.23926,10.604734,8.700980170000001,0.9113825900000023,7.384141280000009,-0.394327895,-0.794483299999996,-2.387548889999998,-1.120728420000006,-2.932055331999999,3.4120547800000054,0.5700485799999981,4.5344237800000045,7.643493579999998,0.027254214999999984,-0.006643236999999996,-3.6025000000000063,-4.070500000000003,8.204999999999998,12.441999999999993,-8.952100000000002,-15.930499999999995,0.15800000000000003,11,13,5,5,2,2,456,85,170,10,-11,10,-11,0.40150976749396994,0.9108879228799858,0.9517216495409625
15,-15,0.3587560000000001,2.0067630000000003,10.237863400000002,1.3848631299999994,11.873175740000008,-0.5847795419999997,0.048130260000000646,-3.14849624,5.23238194999999,-1.8115282969999988,7.254335670000003,12.531000380000002,7.62340468,13.905707749999998,0.01980934599999999,-0.013621016,-2.802599999999998,-2.869000000000007,18.597499999999997,23.823700000000002,-3.6691000000000003,-11.204499999999996,0.15600000000000003,10,12,5,5,2,2,426,80,165,13,-12,13,-12,0.5831298703627787,0.9563383270079138,0.9698926938415987
16,-15,10.010849,14.723049,8.496885929999998,5.902472400000001,8.38020616,0.7276174529999988,-2.846625209999999,0.0653310100000013,2.062437639999999,-2.868275880999999,19.027493350000004,3.5602211599999976,-7.227346479999994,6.884326909999999,0.003834647999999996,-0.04428589899999999,-2.751199999999997,-2.1559000000000097,16.013000000000005,21.925999999999988,-3.7764000000000095,-9.385500000000008,0.15700000000000003,11,13,5,5,2,2,488,149,234,-8,-19,12,-8,0.47965222835560495,0.9341091848955889,0.9764617975837618
17,0,-7.628756,42.057605,1.32951714,-1.1563068600000008,5.5690667600000126,-1.5203682819999997,8.90730448,1.25,5.448642989999996,-0.5374071839999992,11.483811800000005,8.389806920000002,0.43669506000000524,14.907298089999998,0.009033103999999986,0.004667541999999997,-5.064099999999996,-6.038000000000004,-1.3759999999999906,2.0649999999999977,9.4392,4.304400000000001,0.02100000000000002,-6,-4,-1,-1,2,2,9,48,133,-1,2,-1,2,-0.010181299858446846,-0.1761820820814733,0.44102122861509924
18,-1,7.807317,35.605312,8.647549319999996,-2.7199073999999968,3.5716005400000057,0.2569915890000001,1.0128658799999997,0.632022469999999,2.2635859499999924,-1.7299302789999995,13.340827930000003,3.560680220000002,0.5936202700000024,4.604456069999998,0.028200296,0.007838865,-1.4819999999999993,-1.7046000000000063,4.847999999999999,5.211999999999989,-1.6115000000000066,-2.8748999999999967,0.010000000000000009,6,4,1,-1,2,2,169,95,133,1,-1,1,-1,0.043238747758902796,0.4022740773598131,0.7323533110503421
19,-2,9.599647000000001,8.945426000000001,5.566549050000006,1.4012442599999986,10.162250020000002,-4.3919529619999995,3.7909384599999996,-3.133954150000001,-0.14627303000000325,-1.0340868239999992,12.745205720000005,4.113645009999999,3.8421042000000014,9.45135053,0.00815804199999999,0.008678467999999995,-6.539100000000005,-6.775700000000008,4.143000000000001,6.027999999999992,-2.9421999999999997,-2.0312999999999874,0.03400000000000003,7,6,4,3,2,2,4,-35,-160,6,-5,6,-5,0.04162474007334038,0.39274453845051316,0.7744469885595496
20,-3,0.4047079999999994,4.6084689999999995,9.133627830000002,0.8907641799999979,11.552121500000013,-4.756822932,2.2378694900000013,-3.6730769199999997,3.673352709999989,-3.019580885999998,11.069943040000005,3.8747900400000006,-4.476804510000001,3.803832530000001,-0.032872492,0.0013364109999999957,-5.650300000000001,-5.886699999999998,5.579000000000008,6.277999999999992,4.0678999999999945,2.2881,0.06000000000000005,4,-9,2,-2,1,0,-238,42,-59,5,-5,5,-5,0.01224267175139837,0.15566058367823493,0.6648424858109507
21,-4,-1.5773289999999998,10.944391,8.3999673,-1.5171798299999963,-0.5773414299999899,-0.5629264190000001,0.7662238799999983,-2.469247469999999,-1.8106862900000067,-5.170698702999999,3.2672659400000015,5.703523620000006,-4.826524499999998,7.186439700000001,0.0045074249999999955,0.0008639659999999938,-2.024300000000011,-3.1171000000000006,3.493000000000009,3.8619999999999948,-5.957100000000011,-5.842799999999997,0.05600000000000005,0,0,2,2,2,2,27,-26,7,6,-6,6,-6,0.06087768128871718,0.4913631588669299,0.7944842314790085
22,-5,1.0507809999999997,1.5942469999999958,8.757952519999996,0.3371792900000017,9.277662570000004,-2.5671921920000003,3.594468329999998,-2.76015228,0.7956711499999898,-5.129095232999999,3.3163687400000015,7.6412220300000016,-3.452698389999995,11.525981549999997,0.033693449,-0.010810646000000007,-2.019900000000007,-3.0604000000000084,9.765999999999991,9.159000000000006,-5.084099999999992,-6.793599999999998,0.06800000000000006,9,6,4,3,2,2,119,93,19,7,-5,7,-5,0.1316763602319665,0.6939088347020607,0.8550402298234566
23,-6,10.587595,23.21885,3.2367999500000053,-2.9063057400000005,4.574089480000012,0.6995186849999993,3.80960477,0.953389829999999,2.6047545999999926,-1.224499010999999,2.51530348,11.988259540000001,-10.426851,15.924467630000002,0.041574871,-0.012241031,5.007999999999996,4.694899999999997,-0.5650000000000119,3.8009999999999877,3.061700000000002,-2.37169999999999,0.04400000000000004,6,8,4,4,2,2,146,5,90,3,-1,3,-1,0.030102544954457966,0.3159873500602564,0.7548873928780395
24,-7,-2.0189890000000004,12.328195999999998,10.794258030000002,2.949342559999998,4.229292060000006,-4.378297142000001,5.003987240000001,-2.235540329999999,4.556354909999996,-3.8972236229999986,8.259875219999998,5.787458210000004,-7.117730969999997,4.705394730000002,0.034052159,-0.006542491999999997,-0.4709000000000003,-1.1155000000000044,10.728000000000009,11.512999999999991,-2.7756000000000114,-3.7247999999999877,0.08600000000000008,11,13,5,5,2,2,435,101,186,8,-8,8,-8,0.11540021509211706,0.660870754552157,0.8765143363258533
25,-8,3.894958,11.459418,11.379744770000002,-0.6165942399999977,1.7827570800000103,-0.5186480190000005,2.196969690000003,-2.3377862600000014,0.8587831699999953,-4.859285552999999,-4.5212523000000004,7.002807060000002,-2.310455470000001,11.29117737,0.04881362499999999,-0.003856313,-1.3322000000000003,-1.5201999999999956,11.933000000000007,10.456999999999994,-5.212100000000007,-4.094799999999992,0.07299999999999995,11,11,5,5,2,2,364,145,181,12,-12,12,-12,0.10738038538628614,0.6423905002516035,0.878838197200419
26,-9,2.4917569999999998,2.108139999999999,7.417377850000001,3.4718196500000005,8.82352293000001,-1.5648124120000002,3.3870612400000013,-2.321428570000002,1.8636900999999995,-2.6519273729999995,14.114485980000001,9.02164656,-3.8638658299999946,11.750373719999999,0.001057448999999988,-0.0012916510000000048,-3.2948999999999984,-4.429499999999997,11.049999999999997,12.938000000000002,1.342100000000002,-3.1845,0.051000000000000045,10,12,5,5,2,2,416,142,202,5,-4,5,-4,0.12632334148798285,0.6836405871381412,0.8782132751712582
27,-10,0.8900969999999999,9.132190999999999,7.730827210000001,3.039881989999998,10.587107470000007,1.3267254739999998,-3.6816613099999955,-2.573529409999999,1.2853268799999853,-4.469216952999998,7.649877680000003,0.9434521200000034,-4.417295589999995,2.253832369999998,0.020328670999999993,-0.015251215000000012,-2.5194000000000045,-3.1629000000000005,9.155000000000001,7.924000000000007,-8.269099999999995,-7.515199999999993,0.07200000000000006,5,7,2,2,2,2,324,70,155,10,-10,10,-10,0.12611579387887872,0.6832313085927177,0.9164037440089393
28,-11,-0.30884400000000056,-0.6810929999999971,9.447448989999998,-0.9087546900000021,5.668640010000004,-0.6390299200000005,1.4892071399999978,-3.3653846200000004,1.223021579999994,-2.1788810549999997,-1.6934363599999998,2.918080350000004,-0.7952480800000004,9.755050959999998,0.006066459999999996,0.010093937999999997,0.8559999999999945,0.5411999999999964,8.86800000000001,14.045000000000002,1.0662999999999982,-4.641499999999979,0.08600000000000008,11,13,5,5,2,2,389,101,186,9,-3,9,-3,0.16966179978680407,0.7537221235528693,0.874238614984506
29,-12,-0.9151009999999999,1.5408180000000016,5.0651251799999955,-0.7013825800000006,11.460346999999999,-0.5961144120000004,2.322282980000004,-2.7822580599999966,5.549040389999988,-2.427271878999999,5.502674030000001,8.372492230000002,-1.0858336499999979,8.54516942,0.00802940399999999,-0.021605133,-4.610600000000005,-5.650799999999997,9.680999999999997,13.682999999999993,-0.32210000000000605,-8.413499999999999,0.10100000000000009,11,13,5,5,2,2,464,138,223,5,-5,5,-5,0.24279380865145672,0.8282685802285363,0.9097320266655609
30,-13,13.575126000000001,6.428121000000001,4.170299960000001,3.0406536799999984,9.809703330000005,-0.22577515600000098,-1.4156932499999968,-0.10464230999999913,2.618370419999991,-1.1107838979999993,12.31202172,2.212424679999998,3.644329380000002,8.626567389999998,0.03333821799999999,-0.008138547999999995,-1.954499999999996,-1.192699999999995,5.97999999999999,13.205999999999989,-7.2021000000000015,-12.583499999999987,0.12200000000000011,10,12,5,5,2,2,359,115,148,5,-4,5,-4,0.33371818319047375,0.8835017780950146,0.9316938672860844
31,-14,-7.882491999999998,21.725367,8.125912849999999,-1.3935464600000032,6.174042589999999,2.0744965409999994,-0.4988408700000022,-3.524436090000002,2.6382626399999936,0.14478862400000114,13.954152450000002,7.529327209999998,0.6196412700000025,13.118013749999996,0.006412460999999994,-0.012735227000000002,-6.763999999999996,-7.291400000000003,11.445999999999998,19.85199999999999,-4.612100000000012,-11.268499999999989,0.15000000000000002,11,13,5,5,2,2,383,26,111,9,-6,9,-6,0.47405067911753107,0.9326656102223525,0.9667788306638934
32,-15,-4.280031999999999,21.437958,6.250912849999999,0.929325900000002,2.2377326500000123,2.3794548219999996,-3.5442956500000022,-6.0136262500000015,-1.6071671000000123,-4.0739613729999995,-1.882733739999999,-5.746834139999997,1.6221953500000055,4.788569979999998,0.037195465,-0.018616610000000006,-3.452600000000004,-3.0685000000000073,7.810999999999993,11.97699999999999,-15.909099999999995,-20.159499999999994,0.15900000000000003,11,13,5,5,2,2,489,144,229,13,-13,13,-13,0.49953111405043404,0.9390038929225245,0.9655675739351924
33,0,1.0820369999999997,19.900413,6.498620189999997,-3.456431759999994,12.77942397000001,-2.272060002,3.82546842,-4.464285709999999,0.10090936999999656,-3.5147508500000004,8.633003020000004,6.732404670000001,-1.8428895300000008,7.882883909999997,0.013962322,-0.01948875600000001,-5.6053,-6.231299999999997,3.3730000000000047,1.9440000000000026,-4.344099999999997,-2.893799999999999,0.01200000000000001,-2,-5,-3,-6,0,0,-113,73,53,3,-1,3,-1,0.023478493901996744,0.263499534174785,0.6575715093129931
34,-1,1.8236360000000005,10.413386,9.499733599999999,1.1315252300000012,10.877777230000007,-5.999475372000001,4.4577387,0.37225705000000175,2.12189798,-1.8656280429999992,11.695671740000002,4.544806790000003,4.518900190000004,9.585324389999997,0.012704536999999988,0.004383813,-3.0657000000000068,-3.9701000000000093,6.162000000000006,5.64500000000001,0.4094999999999942,1.5489000000000033,0.020000000000000018,-1,-7,-2,-8,-1,-5,-262,18,-25,7,-5,7,-5,0.013702821712246682,0.17126775658973098,0.5814621310127873
35,-2,-4.005126999999999,47.728522999999996,4.885668420000002,-0.8296296299999995,8.746789930000006,-8.555668472,3.05082848,0.1388888900000005,-0.28860633000000746,-3.7284067739999998,4.949580820000001,3.015661229999999,-5.165426799999999,9.228927470000002,0.015145039999999999,0.009746637000000002,-2.9692000000000007,-2.7598000000000056,4.194999999999993,5.035999999999987,0.6328999999999922,-1.9636999999999887,0.02200000000000002,7,1,3,3,2,2,-86,91,-67,2,-2,2,-2,0.034495064194576486,0.34720244836375064,0.7474819254556094
36,-3,-0.38881799999999966,11.568978000000001,7.220880379999997,-3.5835553399999966,2.9835234700000086,3.076109625999999,3.020768320000002,-1.0080645199999978,-0.012933480000000941,-2.7833769609999983,6.057150230000005,6.986935889999998,-11.645851249999993,8.747062069999998,0.03629242699999999,-0.012622202999999999,-4.267099999999999,-4.9116,4.930999999999997,5.878,0.9451999999999998,-0.7355999999999909,0.052000000000000046,3,4,3,3,2,2,219,19,99,6,-4,6,-4,0.03018535529255606,0.31660058259550133,0.7899309991282225
37,-4,-1.98698,18.302896,8.492240600000002,-3.1830118600000006,9.772430960000008,0.2389277389999993,1.7424242399999983,-3.5922496600000002,1.0142929299999963,-3.1160267669999993,4.61486644,4.589033130000004,-0.5279050899999973,7.137346340000001,-7.580100000001422e-05,0.013713694999999998,-4.808300000000003,-4.160299999999999,5.591999999999999,3.180999999999983,-5.136099999999999,-4.4756,0.05400000000000005,10,11,4,4,2,2,357,138,194,8,-7,8,-7,0.042913920073004874,0.40037766680431575,0.7723391061773159
38,-5,-1.225937,20.601572,2.8702310299999994,-3.046761840000002,11.007526800000008,1.5345076509999993,-1.0181603300000006,-2.128378380000001,3.45298674,-1.3891390149999996,8.149855820000006,3.3331181300000026,-2.9941901999999985,9.867732400000001,0.025111227999999985,-0.013294770000000011,-6.713000000000008,-6.867600000000003,5.727000000000004,7.1000000000000085,-4.633100000000013,-4.0615999999999985,0.062000000000000055,8,7,5,5,2,2,192,79,33,6,-6,6,-6,0.07046753722000465,0.5305609397867388,0.8523242925852065
39,-6,-2.23675,8.397675,3.315863829999998,-0.9557944999999961,1.9052980900000023,1.8593694439999995,-1.136363639999999,-6.464285709999999,3.246597219999998,-1.8068045139999995,-0.9790669799999989,11.368680530000002,1.047455620000001,12.367732400000001,0.018721581999999987,0.012076392000000005,2.0334999999999965,1.2487999999999957,1.777000000000001,1.4819999999999993,-6.329099999999997,-7.556499999999986,0.06600000000000006,5,3,3,1,1,1,2,26,-64,8,-8,8,-8,0.05846723832285017,0.4806065062507705,0.7658597673038527
40,-7,14.318982,4.930993000000001,9.815855499999998,1.1351106000000044,7.519517210000004,-1.5762316619999996,2.9833241299999997,-1.8105564600000008,-2.3990256600000066,-2.191881229,11.42772703,5.530175810000003,5.1250456300000025,6.249090439999996,0.01188824899999999,-0.015989996000000006,0.999299999999991,1.0007999999999981,11.354000000000013,12.38199999999999,-2.577600000000004,-1.456799999999987,0.07799999999999996,9,6,3,2,2,1,-74,92,-132,10,-8,10,-8,0.09320577189732382,0.6053475082015756,0.8421885716130371
41,-8,-2.685372,9.128182000000002,7.294795829999998,-0.5536741399999983,12.903339140000014,-3.0982906020000005,5.351592850000003,-3.4145367400000026,-0.9495974700000005,-2.8195287519999983,6.173983150000005,7.443893029999998,-12.651246700000002,2.9960230199999955,0.044878958999999996,-0.007193471000000007,-2.4067000000000007,-2.703800000000008,13.060999999999993,12.203999999999994,-4.147600000000011,-3.6563999999999908,0.08700000000000008,-8,-6,-8,-8,-5,-5,-36,-59,26,12,-11,12,-11,0.1236772083846871,0.6783575503074635,0.912924330276423
42,-9,3.916303,21.724286,9.647663050000006,-3.2227032199999996,0.7027128000000005,1.0489510489999994,-3.671328680000002,-4.201505019999999,-1.0691698600000024,-4.623574252999999,7.9998809200000025,5.839005810000003,2.2792585400000007,6.653766159999996,0.0032443100000000002,-0.011589075000000004,-6.751900000000006,-6.273199999999996,0.9630000000000081,-2.0619999999999976,-11.826100000000011,-10.734499999999997,0.07700000000000007,11,10,5,5,2,2,398,148,219,11,-9,11,-9,0.061057892531773184,0.49215173260339906,0.8312056755774314
43,-10,-1.442228,-3.8144050000000007,9.0524828,3.2509589399999967,13.868539490000003,-7.2345378820000015,3.0091524300000003,2.230392160000001,0.43795078999998793,-1.8147536389999992,12.204080300000001,10.02552005,1.6760823200000061,11.010683649999997,0.014063963999999984,-0.00014779800000000454,-1.7450000000000045,-2.403100000000002,9.49900000000001,12.711999999999989,-0.07370000000000232,-2.829899999999995,0.07200000000000006,11,13,5,5,2,2,384,87,149,8,-6,8,-6,0.11752612181264044,0.6655076950820349,0.8558892209689902
44,-11,0.4868649999999999,44.479803000000004,10.35176277,-1.4339863900000012,9.008841050000001,-1.7603331620000002,-0.0646710999999982,0.5222371999999957,2.6321896599999945,-0.0845335159999987,3.885400880000006,4.749702919999997,-6.967350209999999,6.02452504,0.03515156999999999,0.00012501299999999327,-5.0863000000000085,-5.653500000000001,5.6370000000000005,8.24799999999999,-4.03540000000001,-9.230500000000006,0.06400000000000006,11,13,5,5,2,2,455,140,225,3,-3,3,-3,0.15949459646074982,0.7396338353318587,0.9264830955578107
45,-12,-4.439873999999999,-2.147328999999999,4.0603541199999995,0.33490937999999915,9.320799260000001,-2.534825732,2.1704092700000004,-3.24541284,0.5117245099999934,-1.1250081409999986,12.585251030000002,9.88958624,4.074750780000002,13.636231340000002,0.024477600000000002,-0.004458802999999997,0.5643000000000029,-0.3549999999999969,5.1780000000000115,11.931999999999988,-0.5688000000000102,-6.971999999999994,0.08100000000000007,10,12,5,5,2,2,368,92,177,2,-2,2,-2,0.1783777486408482,0.7648896946918748,0.849010197511494
46,-13,-0.8877190000000006,-1.559822000000004,10.365703689999997,-2.6758816199999984,2.3589855100000108,1.7898798349999998,1.6800226100000017,-4.73937583,1.590253219999994,-1.7540742579999993,4.112760520000009,4.648496100000003,-2.6048559099999977,4.001317149999991,0.015438615000000003,0.013063074999999993,-6.610900000000001,-6.5182,7.838000000000008,12.505999999999986,-8.201100000000011,-14.29649999999998,0.124,8,10,5,5,2,2,345,83,168,9,-9,9,-9,0.36053478454576093,0.8953605801783846,0.9392755887558805
47,-14,6.21726,10.421187,8.81283681,0.3544214100000005,7.677548290000004,-1.4387382120000005,4.126794250000003,-6.665407860000002,-0.7639491000000049,-2.529222512999999,7.469799139999999,2.639019349999998,-3.2906328899999977,8.359912260000002,0.040709714999999994,-0.010102562999999995,0.8577999999999975,0.431599999999996,12.287000000000006,17.37599999999999,-8.195099999999996,-12.842499999999987,0.15600000000000003,11,11,5,5,2,2,398,146,167,11,-11,11,-11,0.4492162977513272,0.9258920326475932,0.9599186007702086
48,-15,4.065151,3.5531450000000007,6.730666370000002,3.7543622700000014,10.070713650000002,0.6268382569999993,2.9648579999999995,2.116141729999999,8.086565369999995,-1.2834684189999992,5.904426040000004,4.5132371200000065,0.996112630000006,13.940421309999998,0.023863185999999995,0.008274873000000002,-2.3504999999999967,-2.344600000000007,10.164000000000016,19.85199999999999,2.0193999999999903,-9.922499999999985,0.18100000000000005,10,12,5,5,2,2,356,58,143,7,-5,7,-5,0.4363594981782507,0.9221254973369978,0.9462885872955468
49,-15,1.4994930000000002,46.406501,12.754643430000002,1.9744252300000014,13.232631960000006,-0.4519448740000005,0.7982881200000023,-1.4800150800000011,0.37611603999999943,-2.9416705609999987,12.724382880000004,3.858492169999998,1.2830542900000026,3.95629847,0.030876266,-0.017274571000000002,-3.7988,-4.5219999999999985,19.386800000000008,24.904899999999998,-2.0992999999999995,-10.670500000000004,0.16100000000000003,11,12,5,4,2,2,268,57,2,10,-9,10,-9,0.59873975435631,0.9590965470561988,0.985153420506161
50,0,4.127223,3.705511999999999,8.539364919999997,0.38059532000000473,8.699164870000004,0.22561897499999972,2.157555280000004,-2.9912451399999966,-0.7639491000000049,-3.977249842999999,14.116619430000004,0.7300238700000037,-5.80622185,10.57625582,0.016151330000000005,-0.008873826000000001,-6.302400000000006,-6.680600000000005,1.5799999999999983,0.6700000000000017,-2.478100000000012,-2.1045999999999907,0.018000000000000016,-1,-13,-3,-12,-2,-6,-303,45,29,4,-4,4,-4,0.012657117757467917,0.16014501886994204,0.591369304081436
51,-1,2.0113070000000004,9.165240999999998,6.266625140000002,1.7960731800000005,9.787633150000005,-3.858715362,0.9377104300000028,0.30487804999999923,4.172661869999999,-0.9187006689999997,12.414241610000001,7.4654697,1.3792543899999998,14.645807259999998,0.029351490999999993,0.014949507,-9.132500000000007,-8.863400000000006,3.7190000000000083,3.585000000000008,0.38119999999999266,-0.38579999999998904,0.017000000000000015,5,-4,0,-7,-2,-4,-183,108,53,3,-2,3,-2,0.01572546417136622,0.1920318644602037,0.5877118138352462
